Country,Scenario Run,Run Date,Asset,Company1,Period,GTN,Price,Efficacy,S&T,Delivery,Barrier,Acceptability
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2014,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2015,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2016,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2017,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2018,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2019,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2020,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2021,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2022,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2023,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2024,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2025,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2026,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2027,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2028,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2029,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2030,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2031,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2032,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2033,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2034,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2035,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2036,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2037,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2038,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2039,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,N05C0 Tranquillisers,Not Specified,2040,0.82,0.75,1.4218038,0.7283518,0.561,0.741297662,1.2893518
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2014,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2015,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2016,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2017,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2018,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2019,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2020,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2021,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2022,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2023,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2024,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2025,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2026,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2027,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2028,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2029,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2030,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2031,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2032,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2033,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2034,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2035,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2036,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2037,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2038,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2039,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,"N06A9 Mirtazapine, …",Not Specified,2040,0.82,0.75,1.5698908,0.999733,0.461268741,0.741297662,1.461001741
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2014,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2015,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2016,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2017,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2018,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2019,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2020,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2021,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2022,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2023,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2024,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2025,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2026,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2027,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2028,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2029,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2030,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2031,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2032,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2033,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2034,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2035,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2036,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2037,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2038,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2039,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,N05A1 Atypical Antipsychotics,Generic,2040,0.82,0.75,1.6603166,0.6577706,0.520972796,0.741297662,1.178743396
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2014,0,0,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2015,0,0,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2016,0,0,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2017,0,0,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2018,0,0,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2019,0,0,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2020,0,0,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2021,0,0,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2022,0.82,14.6986,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2023,0.82,14.6986,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2024,0.82,14.6986,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2025,0.82,14.6986,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2026,0.82,14.6986,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2027,0.82,14.6986,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2028,0.82,14.6986,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2029,0.82,14.6986,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2030,0.82,14.6986,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2031,0.82,14.6986,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2032,0.82,14.6986,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2033,0.82,14.6986,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2034,0.82,14.6986,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2035,0.82,14.6986,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2036,0.82,14.6986,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2037,0.82,14.6986,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2038,0.82,14.6986,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2039,0.82,14.6986,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Esketamine,Janssen,2040,0.82,14.6986,2.3511832,0.8849758,0.391414745,0.198356814,1.276390545
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2014,0,0,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2015,0,0,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2016,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2017,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2018,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2019,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2020,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2021,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2022,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2023,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2024,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2025,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2026,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2027,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2028,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2029,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2030,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2031,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2032,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2033,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2034,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2035,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2036,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2037,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2038,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2039,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,Brexpiprazole,Otsuka,2040,0.82,0.75,1.686,0.787889,0.561,0.741297662,1.348889
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2014,0,0,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2015,0,0,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2016,0,0,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2017,0,0,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2018,0,0,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2019,0,0,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2020,0,0,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2021,0,0,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2022,0.82,0.75,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2023,0.82,0.75,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2024,0.82,0.75,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2025,0.82,0.75,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2026,0.82,0.75,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2027,0.82,0.75,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2028,0.82,0.75,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2029,0.82,0.75,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2030,0.82,0.75,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2031,0.82,0.75,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2032,0.82,0.75,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2033,0.82,0.75,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2034,0.82,0.75,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2035,0.82,0.75,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2036,0.82,0.75,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2037,0.82,0.75,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2038,0.82,0.75,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2039,0.82,0.75,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,AXS-05,Axsome,2040,0.82,0.75,1.686,1.0347224,0.381699063,0.726496529,1.416421463
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2014,0,0,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2015,0,0,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2016,0,0,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2017,0,0,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2018,0,0,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2019,0,0,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2020,0,0,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2021,0,0,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2022,0.82,14.6986,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2023,0.82,14.6986,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2024,0.82,14.6986,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2025,0.82,14.6986,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2026,0.82,14.6986,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2027,0.82,14.6986,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2028,0.82,14.6986,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2029,0.82,14.6986,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2030,0.82,14.6986,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2031,0.82,14.6986,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2032,0.82,14.6986,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2033,0.82,14.6986,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2034,0.82,14.6986,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2035,0.82,14.6986,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2036,0.82,14.6986,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2037,0.82,14.6986,1.686,0.7314893,0.561,0.198356814,1.2924893
JP,Esketamine,4/9/2018 15:40,Rapastinel,Allergan,2038,0.82,14.6986,1.686,0.7314893,0.561,0.198356814,1.2924893
